,ID,Title,Description,Objectives,Solutions,Duration
1187,n.1524774998103,[2506 4316 3135 3156 2516 6057 5630],"[13684   352 13394 16877 21518  3693 18447  7697  4879 16949  5700 22316
  4831  8758 13477 10777  7151 20752 11893 13474  6565  5447 16731 11290
 10253 21551  5004 12751 21360 12405 20478 20334 15469 15462 18486  4469
 19726 19727 19580 11529 23148 11978  3464 20795  6470 11494 16266 15419
 20298  7170  8483  4439  5532 21448  6995 16712 20362 23038 11123 13490
 11918 21202 10006 21039 12236 15854 23858 13497  4196 21000 12367]",[],"['n.1532452450218', 'n.1532452188715']",
1188,n.1524818610076,[4734 3349 3766  971 5505 5552 5381 6155],"[ 6192 18521 18403 13422 17238 20358 10166 14179 19439 20739  7404 20066
 15884 14141  3952 21231  3853 11171 16967  7989 16609 14769 19708  6523
 13811 20412 21270 20290  9337  4321 20946 13808 16308 17144 14732  7935
 16270  4069 14720 16013 20298  9287 23078 21369  4375 21010 10165 20998
 15990 22975  5480 12396 21116 11918 21202 15854 23858 15869 19905  4196
 12367]",[],,11 minutes
1189,n.1524838693735,[2351 6028  575 5590 3307 3167],"[ 8887 19910  8125  6872 11893 18271  9254  3719 14041 17366  6619 15507
  6941  6046  5326 23148 15419 13137  4868 11457 23008  5682 22975  6931
 12396 21202 13497 21000 12367]",[],,35 minutes
1190,n.1525093897567,[2894 2349],[12315 12248  4162 23204 11918 21000],"[2259 3264 1310 5002 1551  594 3217 7498 3612 2069 1105 4310 1658 7685
 6394 7297  845 2098 3897 2737  564 5195 2022 3308 2101 2950 4620 6832
  959 7110 4744  471 7038]",,70 min
1191,n.1525195293500,[3182  292 2008 5630 5005 1162],"[12183 13662  3621 17433  9214  9313 19365  8363 17522 14379 21368 20221
 15255 20615 10514 12826  8727  6872 14866 20995  9598  2325 17524 20895
 21381  6695  6244 18175 11290 14732 12421 20478  4069 22007 15229 20896
  3647 14661  4368  4943 19506 19509  5532 10165 20998 13552 15242 23038
  4084 21202 10006 21039 15854  4196]","[2625 4177 6907 6467 2441 3475 6469 1426 1144  146 5896 3578 1473 7677
 2263 5894 2430 1039 4554 1808 6310 4534  520 7018 5103 7520  444 2856
 6581 7410  800 2387 7110 7037  661 4744  471 3631 7692 7038  593]",,9 Hours
1192,n.1525265243776,[ 741 3105 5045 1684 5685 4395],"[23242 19712 20225  6193 18610 10815 20539 20226 10074  6937 18907 21339
 21936  7170  7737 19908 11918 10006 21039 13603 21750  4196 21000 12367]",[],,"3 hours, 41 minutes"
1193,n.1525269871762,[ 741  603 3097 2881 1684 5685],"[ 6193 18610 10815 20539  6259 14041  6937 18907 21339 12248  7170  7737
 19908 11918 21202 10006 21039 13603 21750 13497 21000 12367]",[],,3 hours
1194,n.1525271384823,[ 741 3102  603 2290 1684 5685],"[19987 18610 10815 20539  3961 14041  6937 18907 21339  4150  7170  7737
 19908 11918 10006 21039 13603 21750 13497 21000 12367]",[],,"1 hour, 56 minutes"
1195,n.1525272032357,[2305 2624 5714 3994 3692],[10102 11119 15995 16958 15990],[],"['n.1525332764557', 'n.1525333113092', 'n.1525333539684', 'n.1525335565552', 'n.1525335736615', 'n.1525336139834', 'n.1525336343732']",
1196,n.1525272091213,[ 741 3105  603 1684 5685 4395],"[19262 19987 18610 10815 20539  6937 18907 21339  7170  7737 19908 11918
 10006 21039 13603 21750 21000 12367]",[],,"3 hours, 49 minutes"
1197,n.1525272732390,[ 741 3108  603  519 1684 5685],"[15360 17708 18610 10815 20539  9109 14041  6937 18907 21339  7170  7737
 19908 11918 10006 21039 13603 21750 13497 23075 21000 12367]",[],,"4 hours, 14 minutes"
1198,n.1525279990571,[ 741 5045 3078 1684],[],[],"['n.1523624557255', 'n.1523630904068', 'n.1525265243776']",
1199,n.1525280311380,[ 741 5181 3078],[],[],"['n.1525279990571', 'n.1525965859417']",
1200,n.1525280501083,[ 741 5229 1773],[],[],"['n.1523614570151', 'n.1518784744738', 'n.1523012349846', 'n.1523625686404', 'n.1522161389330']",
1201,n.1525280764507,[ 741 1755 5229],[],[],['n.1522147784092'],
1202,n.1525332764557,[5870 2305 2624 1911 5714 3994 3692],"[22277 10102 11119  8900 15995 21381  8415 14619 21339 17523  4162 15990
  7171 10006 21039]",[],,6 hours 10 minutes required
1203,n.1525333113092,[ 568 2305 2624 1911 5714 3994 3692],"[ 4040 10102 11119  8900 15995 21381  8415 14619 21339 17523  4162 15990
  7171 10006 21039]",[],,"4 hours, 4 minutes required. "
1204,n.1525333539684,[5052 2305 2624 1911 5714 3994 3692],"[19323 10102 11119  8900 15995 21381  8415 14619 21339 17523  4162 15990
  7171 10006 21039]",[],,"4 hours, 20 minutes required. "
1205,n.1525335565552,[5886 6109 2305 2624 1911 5714 3994 3692 4027],"[22346 23459 10102 11119 16101  8900 15995 21381  8415 14619 21339 17523
  4162 15990  7171 10006 21039]",[],,"19 hours, 33 minutes required. "
1206,n.1525335736615,[ 582 5886 2305 2624 1911 5714 3994 3692 4027],"[ 4098 22346 10102 11119 16101  8900 15995 21381  8415 14619 21339 17523
  4162 15990  7171 10006 21039]",[],,"15 hours, 25 minutes required. "
1207,n.1525336139834,[5913 6109 2305 2624 1911 5714 3994 3692 4027],"[22442 23459 10102 11119 14160 16101  8900 15995 18445  9397 15999 15485
  6561 21381 16972  8415 16500 14619 21339 21354 13667 11121 16989  3647
  4439  7535 17523  4162 15990 20743  7171 23038  6931 11918 21202 10006
 21039 23861 23858 21000 12367]",[],,"6 hours, 57 minutes required. "
1208,n.1525336343732,[4599  582 2305 2624 1911 5714 3994 3692 4027],"[17960  4098 10102 11119 14160 16101  8900 15995 18445  9397 15999 15485
  6561 21381 16972  8415 16500 14619 21339 21354 13667 11121 16989  3647
  4439  7535 17523  4162 15990 20743  7171 23038  6931 11918 21202 10006
 21039 23861 23858 21000 12367]",[],,3 hours required. 
1209,n.1525337248576,[1140 1164 3833 4450],"[18544  2156  4203  7591 17372  7626  4301 20388  8956 18264  5925  5929
  9307 14466 21942 15476  5876  7747 13748  7748  8770 13617 12244 22196
 19502  4978 12315 15096  6764  9295  8125  5488  3806 16490  1155 23742
  4875 12101  4260  6937 15485  9245 16062  3773  6693 12191 16972 19623
  6217 11226  6941 21339  4150  7096 15437 21076 11539 15103 20334  4819
 15469 15462 18486  4469 11529 15481  3464 20795  6470 11494 16989 22990
 11942  9847 16013 15419  3647 14661  3902  7661 21579  6939 22008  4095
  5928  4375  4504 21249 18489 14096  7737 22362  6933 20998  7837 18748
  6464 20362 19981   662 15990  4970 11112  7171  5682 16486 21014 12396
 13490 11918 21202 10006 19443 21039 23861 15854 23858 19905 13497 23075
 14105  4196 21828 21000 12367]","[6811 2730 6429 6835 1521 1443 1110 1106  504 2070 1112 1847 4833  566
 2209  594  311  830 4316 2508 2074 3611 6306 7660  510 2443 4481 6567
 6420 2501 1258 5697 6001 5097 1838 1234 3466 5915 2451 2941 2185  922
 7392 1107 2184 1196 6308 5386 6209 2780 7370 3304 7296 3863 1109 7002
 5121 1004 5960  508 5959 6508 1108 4461 3680 4426 1161 2073 3679 2071
 4831 1113 1984 2805 5568 1523 6493 2069 1017 5324 1105 5966 6551 5567
 2068 3461 1040 3859 3359 4653 3160 6181 3942 1037 3540 4716 6521 3578
 4779 6302 3497 6263 5892 7417 6834 2606 5597 4418 2930 6883 4074 5894
 4462 4781  845 2325 1006 5245 3653  434 5237 4932 6891 4578 4017  253
 6037 6310 1515 2737 1441 4534 2007  564 2640 5195 2022  520 2101 7424
  780 4021  615 6832 1385  444  778 2856 4776 7410 7714 7110 4744  471
 7061 3349 3817  977 7801 7038]",,14h to 15h of self-paced learning only
1210,n.1525366955447,[3966 5045 1684 1516],"[18605 19501  4075 20005 21357 21356   676  1221 21111  1230 23626 20091
 21118 21878 21256  8302 13621 13623 13617  4230 22196 14231 18601  4879
 20226 22421 20995  6477 14041  6932  6561 16103 22002  7708 10223 19303
 21551 14732 16500  4085 15865 15429  5326   667 15103 15469 15462 18486
  4469 11412 19726 19727 19580 11529 14232 11121  3464 20795  6470 11494
 16989 14720 18606 15624 13654 15419  3647  7386  4173 17360  4640  4943
  4375  3610  9836  4868 22011  6933 10165  4162 15990 23038 16118 13490
 11918 21202 10006 15854 13497 16001  4196 21000 12367]",[],[],
1211,n.1525418533839,[2454 1026 1021 4439 2274  606],"[ 6136  9160 18461 10478  5483 19404  6450 12245 13706  4309 18611 17505
 14092  9345 21050 19518 21339 19633 23077 14232 22007  7386 10505  4095
  4943 19576 10165 11457 16712 16118 22983  6931 12396 21202 10006 21039
 15854  4196 21000 12367]",[1022 5809 1035 6255 4017 5541 2640 1852 2993 7424 7140  471 7038],,15 minutes web based training
1212,n.1525692220113,[2527 2879 1507 3323],"[ 9288 23215 16060  6900  9109  4875 14099  5695 14092  6619 17376  7181
 21339 22990 11942 15419  6818  6896 17452 17217 14096 17448 11210 17523
 15990 13552 11904 21202 10006 21039 15854  4196 21000]",[],,1 hour
1213,n.1525692278235,[1734 5107  678 3964 3833 5225],[19158 17295 15419  7565  4439 19506 19893 21039 15854 13497],"[4747 3219 4319 6792  333  218 4995 6116 4746 3784 4317 6392  845 4018
  969 6310 2022 2099 2916  775 7110 4744  471 7038]",,10 minutes
1214,n.1525758968975,[4398 6036 4539 4768 5685],"[18511 23046 17572 17249 20127 20906  4240 17972 16333 21339 23148 22012
 15419 18512 17373 10505 11943 20012 10006 15854 23075  4196]","[6619 6985 5844 3727 2869 5331 7697 5583 5845 3001 7130  328 4620 7336
  615 2856 6581 7410  197  800 7110 4744 7154]",,4 hours
1215,n.1525795273093,[3105 1260 2527 5685 4395 5550 2274],"[ 4022  7067  6978  3833 18610 10815 20539  6937  4313  9675 18907 21339
 12248  7170 10240  7737 19908 11918 21202 10006 21039 13603 21750 15854
 21000 12367]",[],,"6 hours, 18 minutes"
1216,n.1525965006537,[ 741 3097 4322 2881 5685],"[ 4637  6937 15450 20886 12248  7170 19908 22975 11918 13603 21750 21000
 12367]",[],,15 minutes
1217,n.1525965631323,[ 741 3105 4322 5685 4395],[ 4499  6937  7170 19908 22405 11918 13603 21750 21000],[],,30 minutes
1218,n.1525965738934,[ 741 3108 4322  519 5685],[21095  6937 18344  7170 19680 19908 11918 13603 21750 21000],[],,24 minutes
1219,n.1525965859417,[ 741 4322 3078],[],[],"['n.1525965006537', 'n.1525965631323', 'n.1525965738934']",
1220,n.1526044492994,[1208 3994 3473],"[11319 15230  7886  6797 22933  8894 15231 10517 17404 17134  9306 12243
 15995  4376  7989  6449  9397  8727 21861  6725 22840  4992 12204  6007
 16059  8622  8937 16132  8810 12021  8496 23148 19723 11121  4069 22990
 15229 15419 17373 15168 18905 21011 21010  4162 10547 16118  5480 12396
 11918 21202 10006 15854 13497  4196 21000 12367]",[3239 2047 5706  434 7207 2063 4776 3817 7038],,9 hours
1221,n.1526191515734,[2624 5714 3686 3994],[11119 16101  8900 15995 21381 14619 21339 17523  4162  7171 10006 21039],[],,"44 hours,&nbsp;53 minutes required"
1222,n.1525875384461,[  94 5682 5110 1833 1721],"[12233 10537  9794 13170 13305  9058 19000 13304 18075 18862  8921  6273
  8922  9344  2059  7655  7624 14874 22377 21330  5897 19392 18503 12087
  7549  8909 20482  7650 19437 10145 18580 12207 12204 22356 22018 16555
  8907  6777  1679 16333 21329 13171 20802  9675 11882 18577 22002 16350
  8902 19184 18361 22361 20478 17124   439 20334   226 21247 20795 22007
 15229 16013 15419  6775 20886 13904 20872  9836  5532 21249 10802  8472
 22362 11457 20355 20998  4162  5682 15167 21014 11918 21202 10006 15854
 23858 13497  4196 21000 12367]","[6249  942 2002   63 3284 4578 3148 5029 2737 2933 2022 5353  838  343
 1007  471  977 7801 7038]",,1 to 3 hours
1223,n.1526324923177,[1457 2002 2894 5107],"[18216 13996  9004   319  1542   480  1223 13386 18200  8828  8143 17450
 20761  1245 22315   681  2919  3780 21963   676 22523 17159 23215  8140
 15087 13819  8137   659 14187 14853 20473  6697 12315 10849  7604 17158
 18411  6872  3779 10647  5745  9321 19917 19445  5038 16972 16091 19407
 18175  8616 16973  7181 21020 14164 15220  4150 21936 23077 11121 22007
 15419  3647 13904 19364  3902 15216  4439  6896 22991 19506  5532  7042
  7737  3718 10165  7837  4162  5994 19981   662 22231  8490 21202 10006
 12236 15854 19905 23075  4196 21000]","[6941 3963 4859  777 3469 3851 2812 3445 4098 4701 1548 5412 1552 7057
 4310 1658 6257 5556  434 4061 4021 4620 2856 4776 7446 4744  471 7038]",,2 Hours 30 minutes
1224,n.1526326606428,[3671 1220 5083 5002 2894 5198 2274 4545],"[14895 13934  6357  7977  8009  6135 19402 17458 14539 11214  5384 12315
 19176  7029 19400 12049 10643 14164  7596 21360  4150  5326   439 15419
 19509 13010 19830 17951 10165 15990 17594 13631 11918 21202 10006 15854
 23075 21000 12367]",[],,1 hour 30 minutes
1225,n.1526327409751,[5095 3137 3322 4706 5109 5085 3964 5630 2469 3833],"[13407 11612  3916  7021 11046 15069 20074 11860  7715  7614 21063  3820
  7980 12244 14853 19879  3833 20220  7739 20266  6697 12315  5692 16153
 20884  4546 18803  7238  6568  6828 13646  5096 20796 15171  4992 11297
  4321 20895 14663  6244 19407 14822 14094 21076 11121  4069 22990 15229
 15419  7386 14674 21025  3781 10248  4943  4375 19509  5532 20998  8979
  5994 11112  5480 11918 10006 15854 16001 23075  4196 21000 12367]","[4750 3751 7060   82  927 2979 6964 7679 6744 4843 6810  636 2996 4746
 4992 6257 5983  833 7432 4418 4018 4554 4578 7039 1810 5029 6319 6310
 7675 6008 5821 7063 7055 1007 3276 2856 7714 7110 4744  471 3631 7061
  977 7038]",,1 Hour
1226,n.1526377399841,[5240 4788 4006  780 5685],[14304 19950  4875 16333 10611  4162 22975 16042 15854],[4801 1950 6558 2640 4744 7038],,1 hour 19 minutes
1227,n.1526466475873,[5240 4788 4006 2865 5685],"[13524 10886 12202 19950  6810 17211  4462 10611 22007 17373 11943 11457
 16042 21202  4196 21000]",[1628 4801 6558 4620 7410 7110  471 3349],,2 hours 21 minutes
1228,n.1526467696089,[5240 4788  519 4006 5685],[10886  3833 19950 20895 10611  6619  7706 17452 21241 15990 16042  4196],[5322 4801 5516 6558 4932 7039 3725 4620 7110 3349],,12:42 hours
1229,n.1526471343960,[2350 5240  519 4006 5396],"[12950  5185 12830 21225  5278 20450  9339   659 16052  3833 20378 14216
 19950  6773 14202 15419 10248 10165 20355 16042 11918 13603 21750 21000]",[],,4 hours
1230,n.1526540993998,[1998 4717 3914 2274 3167],[ 8813 15588 18352 21339 10006],[],"['n.1526541607304', 'n.1537347257378', 'n.1537347601361', 'n.1511536062854', 'n.1537359703129', 'n.1540930802628', 'n.1544517555232', 'n.1532003287469']",
1231,n.1526541607304,[1820  292],[ 2325  8813 15588 18352 10006 13497],[],['n.1520870767909'],
1232,n.1526542255808,[1641   14  292 1969 5630 2879],"[17945 20909 21375 20561 17279  8900  4875  2325 12319 18438 15220  6773
  8716 21339 20896 12248 13137 19509  6933  7171 21202 21039 15854 23075
  4196 21828]","[5667 5902 1057 6947 3639 3388 5295 2233  146  932 1658 6017 4005 6883
 5032 3760 3653 2640  260 7410  197 7110 4744  471 3631 7672 7038]",,5h 30mn
1233,n.1526563644456,[ 741 3105 1375 1684 5685 4395],[16171 17577  6872  6937 17224 18175  7170 19908 11918 13603 21750 21000],[],,"4 hours, 57 minutes"
1234,n.1526860229516,[1771 2290 3473 2274 5581],"[ 6720 20963  4617  4305  7733 23001  4875 18510 18907  8902 17376 14619
 21339 20421  4439 20958 21241 20892 20965 13552  7171 12396 10006 21039
 15854  4196 19765 12367]",[],,"8 hours, 43 minutes"
1235,n.1526861116776,[ 736 2290 3473 2274 5581],"[ 6720 20963  4617  4305  7733 23001  4875 18510 18907  8902 17376 14619
 21339 20421  4439 20958 21241 20892 20965 13552  7171 12396 10006 21039
 15854  4196 19765 12367]",[],,"21 hours, 24 minutes"
1236,n.1526861310906,[5182 3473 5581],"[19772  4617  8900  3695 12246 23001 14109 16149  4150  7170 20958  5532
 20965  6186  6519  7171 23204 11918 10006  4196 21000]",[],"['n.1526860229516', 'n.1526861116776', 'n.1526863598102', 'n.1526863997630', 'n.1526863515008', 'n.1526863692310']",
1237,n.1526862088305,[ 266 4691 1771 2865 3473 2274 5581],"[ 6720  2059 18203  4305 12202  7733 17376 14619 21339 21241 20892 20965
 13552  7171 12396 10006 21039 15854  4196 19765 12367]",[],,"8 hours, 45 minutes"
1238,n.1526862542353,[ 266 4691  519 1771 3473 2274 5581],"[ 6720  2059 18203  4305  3833  7733 17376 14619 21339 20892 20965 13552
  7171 12396 10006 21039 15854  4196 19765 12367]",[],,10 hours
1239,n.1526862751163,[ 266  736 4691 2865 3473 2274 5581],"[ 6720 20963  2059 18203  4617  4305 12202  7733 18510 18907  8902 17376
 14619 21339 20421  4439 20958 21241 20892 20965 13552  7171 12396 10006
 21039 15854  4196 19765 12367]",[],,"24 hours, 40 minutes"
1240,n.1526862970817,[ 266  736 4691  519 3473 2274 5581],"[ 6720 20963 23198  2059 18203 20962  4617  4305  3833 20539  6440  7733
 18510 18907  3729  8902 17376 14619 21339 21076 23077 20421  9197  4439
 20958 21241 12718 20892 20965  6519 13552  7171 19771 12396 10006 21039
 13480 15854  4196 21000 12367]",[],,38 hours
1241,n.1526863295459,[1771 2865 3473 2274 5581],[ 8287 19772 12202  7733 20012 20965 10006],[],['n.1526862088305'],
1242,n.1526863515008,[ 519 1771 3473 2274 5581],[ 8287 19772  3833  7733 20012 20965 10006],[],"['n.1526862542353', 'n.1526864740864', 'n.1530771248373']",
1243,n.1526863598102,[ 736 2865 3473 2274 5581],[ 8287 19772  4617 12202 20012 20965 10006],[],"['n.1526862751163', 'n.1526864892050', 'n.1529585510026']",
1244,n.1526863692310,[ 736  519 3473 2274 5581],[ 8287 19772  4617  3833 20012 20965 10006],[],"['n.1526862970817', 'n.1526865057112', 'n.1529585652589']",
1245,n.1526863997630,[1771 2865 3473 2274 5581],[ 8287 19772 12202  7733 20012 20965 10006],[],"['n.1526862088305', 'n.1526864487374', 'n.1530770970675']",
1246,n.1526864487374,[1771 2865 1147 5197 3473 2274 5581],"[ 4305 12202  7733  6725  5898 21341 19827 17376 14619 18489 20892 20965
 13552  7171 12396 21202 10006 21039 15854  4196 19765 12367]",[],,"4 hours, 5 minutes"
1247,n.1526864740864,[ 519 1771 1147 5197 3473 2274 5581],"[ 4305  3833  7733  6725  5898 21341 19827 17376 14619 18489 20892 20965
 13552  7171 12396 21202 10006 21039 15854  4196 19765 12367]",[],,4 hours
1248,n.1526864892050,[ 736 2865 1147 5197 3473 2274 5581],"[22298  4617  4305 12202  6725  5898 21341 19827 18907 17376 14619 17373
 20958 21241 18489 20892 20965 13552  7171 12396 21202 10006 21039 15854
  4196 19765 12367]",[],,"6 hours, 3 minutes"
1249,n.1526865057112,[ 736  519 1147 5197 3473 2274 5581],"[22298  4617  4305  3833  6725  5898 21341 19827 18907 17376 14619 17373
 20958 21241 18489 20892 20965 13552  7171 19771 12396 21202 10006 21039
 15854  4196 12367]",[],,"10 hours, 2 minutes"
1250,n.1526909173677,[2661 1633 3994 3794],"[11092 18645 11189  4979 21074 18782  5090 20518 11319 21359 14539 13523
 11214  6210  9583 11995 11944 17347 15995  3695 18475  1541 22210 20335
 10137  4962  5041  6525 16490  6872 14769  7418 18271  9200 21213 18661
  6561 10688  8868 19407 22999  7690 22419 10253 10643 12751  9993  8813
 12187  8810 12021 18352 22931  5326 15103 23148 23077  4069 22889 11942
 15229 16266 15419  6775  6676  4375 21010  9836 11457 20998 11210  4162
 15990 11112  7171  5682 21994 22985 12396 21202 21039 23167 13603 21750
 14694 15854 23075  4196  4524 21000 12367]",[],,Approx 3-4 hours.
1251,n.1526913865215,[3307 3167],"[19831 16275 19921  5923  3725  6643  3914 17335  4503 14881 19917 14041
 22007 11457 14073 23038  6931 12396 13490 11918 21202 21039 15854 23858
 13497 23075  4196 21000]",[5332 4839 7242 3811 4554 4574 3990 4006 1924 7335 1007 3225],,48 Minutes
1252,n.1526916018949,[ 643 3307 3167],"[15866  9187  7847  4959 20805 19437  4312 14041  4313 17366  4069 14674
  4943  4375 17365 11457 20998  7837  5682 23038  6931 13490 11918 21202
 21039 15854 23858 13497  4196 21000]",[],,39 minutes
1253,n.1527004531809,[3913 1911 5714 3686 3994 3473],[20963 15581 15995  7733 10006  4196],[],"['n.1527005731038', 'n.1527004929767']",
1254,n.1527004929767,[1768 3913 1911 5714 3686 3994 3473],"[20120 19377 15581 19365  7732 12568  5732 15995 14347 14881 19917 13672
  2325 15485 16555 20895 16333 18175 14619 21339 23148 15481 11942 11747
  3647 12248  4943  4375 10240  7737 19893 17523  4162  7171 23038 21202
 10006 21039 15854 23858 21000]",[4688 2060 1430 3148 6032 1802 7336  444  343 4744 7061 7692 7801 7038],,56 hours 19 minutes
1255,n.1527005731038,[3913 1911 5714 3686 3994 5580 3473],"[20120 19377 15581 19365 20962 12568  5732 15995 14347 14881 19917 13672
  2325 15485 16555 20895 16333 18175 14619 21339 23148 15481 11942 11747
  3647 12248  4943  4375 10240  7737 19893 17523  4162  7171 23038 21202
 10006 21039 15854 23858 21000]",[4688 7021 1430 3148 6032 1802 7336  444  343 4744 7061 7692 7801 7038],,56 hours 19 minutes
1256,n.1527009395725,[2124 1375 1684],"[20263  9404 17249  9357  8126  6450 14846 17173 12087 16151 22208 11460
  4313 17144 15865 18792  6453 22007  7386  5532 20892 10165 20998  5682
  5029 14739 10006 15854 23858  4196 21000]",[],,47 minutes
1257,n.1527423783391,[2617 2527 1507 3323],"[ 2013 11104  6524 10044  4108 17040 10815 16561 12087  6618 14693 12188
 17519 22999 18907  7181 21339 20795  4069 22007 22990 15419 12248 16965
  6896 17452  4375  3610 21241 14096 17448 11918 21202 10006 21039 15854
  4196 21000 12367]",[],,30 min
1258,n.1527596900726,[4208 1397 4051 5316 3833 3167 5094 2349],"[14940 11774  7626 12198 18939 14691 17509 13342 20561 20351 15084 14853
  4978  3774  9295 11075 13341  6488  7676 10238  4875  6561 14776 16180
 20126  9038 17508  6619 19440 11942  3647 10421 17529 22008 19509 15990
 23038 16486 21202 10006 19443 21039 14694 15854 13497 23075  4196 21000]",[],,
1259,n.1527755184118,[ 584 1483  468 2836 4011  512  606],"[ 4105 19524 16490 12100 17414 22818 13133 22999  7690  6820 22007 15419
  3647 11457 15167 21202 10006 21039  4196 21000]",[],,9hrs
1260,n.1527762268341,[2817 5173 4344 1941 2575 4320 4461  606],"[23146 11932  5705 17036  6032 21324 18446 12121  4496 12245  7735  9245
 12146  3732 19774 16958 17033 11943  5928 17043 17275  4375 13496 13010
 14096 17448 23038  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 12 minutes"
1261,n.1527762385919,[6057 5173 4344 1941 3328 2575 4461],"[11932  5705 17036 21324 18446 12121  4496 23147  9245 14092 17376  6941
 19774 23148 17033  6818 14716  5928 17043 17275  7892  4375 13137 13496
 13010 14096 17448 23038  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 20 minutes"
1262,n.1527762434916,[1258 1187 5173 4344 1941 2575 4461  606],"[11932 12143  5705 17036 21324 18446 12121  4496 16730 16821  6236 23147
  9245 17376  6002  6941 19774 17033  6818  5928 17043 17275  4375 13496
 13010 14096 17448 23038 16118  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 4 minutes"
1263,n.1527766474360,[1731 5048 5173 4344 1941 2575 4317 4461  606],"[23146 11932  5705 17036  6450 21324 18446 12121  4496  9245 19316 18611
 17376  6941 19774 16958 17033  5928 17043 17275  4375 13496 13010  7561
 14096 17448 23038  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 12 minutes"
1264,n.1527766519442,[5389  909 6057 5173 4344 1941 1544 2575],"[22858 23146 11932  5705 17036  6019 21324 18446 12121  4496 17636 12245
  9245  6941 19774 17373 17033  5928 17043 17275  4375 13496 13010 14096
 17448  6995 23038  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 12 minutes"
1265,n.1527766572009,[5851 5048 5173 4344 1941 2575 1481  606],"[23146 11932  5705 17036 22197 21324 18446 12121  4496  9245 19316 17376
  6941 19774 17033  6818  5928 17043 17275  4375 13496 13010 14096 17448
 23038  6931 11918 10006 21039 15854  4196 21000]",[],,56 minutes
1266,n.1527766613012,[5103 1731 5173 4344 1941 2575  498  606],"[23146 11932  5705 17036 19489 21324 18446 12121  4496 19289  9245 17376
  6941  3732 19774 16958 17033  5928 17043 17275  4375 13496 13010  7561
 14096 17448 23038  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 24 minutes"
1267,n.1527766651086,[1769 5173 4344 5040 1941 2575 5590 4461],"[ 8303 23146 11932  9121  5705 17036  3733 21324 18446 12121  4496 19289
  7728  9245 17376  6941 19774 17033  5928 17043 17275  4375 13496 13010
 14096 17448 23038  6931 11918 10006 21039 15854  4196 21000]",[],,"1 hour, 49 minutes"
1268,n.1527766705366,[5173 4344 5040 1941 2575 1481 5590 4461],"[23146 11932  5705 17036 21324 18446 12121  4496 19289  9245  6941 19774
 17373 17033  6818  5928 17043 17275  4375 13496 13010 14096 17448 23038
  6931 11918 10006 21039 15854 21000]",[],,52 minutes
1269,n.1527766732293,[5151 4840  549 3992 3307 3167  606],"[18433 21248 19673 18807 20066  5696 17273 14304 11323 19582  4962 22369
 22055  7562 14041 14732 19633 11121 15419 18905  4943  5532 10226 11457
 23008 15990 11112  5682 22975 12396 21116  5036 21202 21039 23858 13497
  4196 21000]",[4291 1040 7422 4634 1799  523 4849 7335 2856  661 4744],,70 minutes
1270,n.1527779515549,[4383 5151 4840  675  971 3992 3307 3167 2854],"[ 9333 22056 14339 17172  4582  4428  4617 20803  9408  7652 11883 17404
  4496  4082 13646 22369 21019  6525 16490  6548  4875  8232 14041  7690
 12061 10643  7181  7184 14164 14732  6941 15220 14094 21339 23148 22990
 15229 16266 15419 11868  4095  9977  4439 22991  4375  3610 21241 14082
  7513  5532 21249 11457 16712 17523 15990 23038 16118 21994  5480 11918
 21202 21039 13497 23075  4196 21828  4524 12367 12154]",[],,12 minutes
1271,n.1528276875321,[5691 2352 5590 2274 3833 3167],"[23158 10063 15780 15593  9841 20750  5697 20290 21213 20520 10253 21360
 19518 21936 11121 22889 15419  3924 20998 13552 15242 21202 10006 15854
  4196 21000 12367]",[],"['n.1489223791549', 'n.1520095058415', 'n.1520093574761', 'n.1508746865878', 'n.1520408949107', 'n.1507556919365', 'n.1508251798127', 'n.1487151942432', 'n.1480513869443', 'n.1520093120958', 'n.1480409071191', 'n.1511536062854', 'n.1519199765697']",
1272,n.1528308529987,[5866 5901 3920 5109 1260 3790 2349],"[22261 16321 15384 22414 15612  7390  6669 22258 22409 11075 15219  9328
 20482 11885 18662  6244 16773  7690 14732  7935  8813 15220 12311  5326
 20334  1188  4819 15469 15462 18486  4469 19726 19727 19580 11529 19723
  3464 20795  6470 11494 15419 20886 18644  5928 19509 19908 17523 18748
  6464 20362 15990  6931 10006 17431 21039 13497 23075  4196 21000 12367]","[3493 7472 5242 7471 4966 3781 7593 6072 7599 7600 7470 1863 7193  290
 2875 4698 7489 2135 1636 4868 2982 3359 6766 3880 1530  568 6257 1473
 4880 7524 7521 6868 3664 2263 2929 7040 6397 1430 6891 4554 6319 1690
 1441 4534 1275 2022 2101 4021 7520  343  197  800 7714 7110 4744  471
 3225 3349 7038  593]",,5 days (including lectures and hands-on lab exercises)
