,id,x-coord,y-coord,cluster,title,colors
1871,n.1548774438404,1.4452794790267944,17.210281372070312,33,Nokia NiFi Creating Adding Templates,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1872,n.1548774499256,23.194002151489258,43.13627243041992,31,Nokia NiFi Summary Page Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
1873,n.1548774608703,23.202133178710938,44.590919494628906,31,Nokia NiFi Data Provenance Page Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
1874,n.1548774662413,-0.9607938528060913,17.513866424560547,33,Nokia NiFi Managing Templates,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1875,n.1548775582607,3.794006109237671,16.712421417236328,33,Nokia NiFi Apache NiFi Crash Course,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1876,n.1548776099959,23.209014892578125,43.10676956176758,31,Nokia NiFi Apache NiFi Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
1877,n.1548700719671,-70.19629669189453,20.925785064697266,18,Learning Data Science Understanding Basics,"(0.0, 0.8731645441204264, 1.0, 1.0)"
1878,n.1548809231175,59.33240509033203,-31.995132446289062,22,552x Applications Integration Administration Maintenance,"(0.0, 0.17831090809032013, 1.0, 1.0)"
1879,n.1549284059070,-18.708101272583008,45.11813735961914,12,Analytics Platform Introduction Roadmap features,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1880,n.1549386649900,3.194793224334717,-48.671104431152344,11,Fire Extinguisher Classes,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1881,n.1549356123514,-16.69673728942871,-56.91938781738281,11,Organization people governance,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1882,n.1549529803178,-0.9627284407615662,-3.362696886062622,21,Mobile Networks Finance introduction,"(0.0, 0.34044342316401155, 1.0, 1.0)"
1883,n.1549530068982,58.305259704589844,-29.592239379882812,5,CloudBand Operation Administration,"(1.0, 0.8569861511037979, 0.0, 1.0)"
1884,n.1549530097042,49.128822326660156,34.098297119140625,6,Shared Services Operations introduction,"(0.9577195459548403, 1.0, 0.0, 1.0)"
1885,n.1549530913020,7.822151184082031,65.0436019897461,27,Process overview,"(0.7018370308811488, 0.0, 1.0, 1.0)"
1886,n.1549631579230,-12.284259796142578,-27.958864212036133,11,know Kubernetes,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1887,n.1549876509872,-36.19755172729492,-24.163206100463867,11,DevOps Methodology,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1888,n.1549890130667,-30.4931697845459,-12.631037712097168,11,Advance Integration Methods,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1889,n.1549984063383,-13.938241004943848,2.97162127494812,30,CloudBand certification test CBND,"(1.0, 0.0, 0.7886036360301064, 1.0)"
1890,n.1550044946658,2.5323617458343506,16.326868057250977,33,Transforming NOKIA Risto Siilasmaa,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1891,n.1550055905594,44.96747589111328,45.86945724487305,12,Nokia Mapbox Studio Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1892,n.1550056185697,4.313756465911865,15.96670150756836,33,Nokia Mapbox Studio Creating Style from Nothing,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1893,n.1550056287176,3.766221284866333,16.088481903076172,33,Nokia Mapbox Studio Adding Styling Datasets,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1894,n.1550056376243,5.720434188842773,15.597501754760742,33,Nokia Mapbox Studio Creating Unique Color Styles Using Adobe Color,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1895,n.1550056487492,-35.89308547973633,34.2258415222168,33,Nokia Mapbox Studio Adding Styling Your Data Layers,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1896,n.1550056564264,6.262279987335205,16.193967819213867,33,Nokia Mapbox Cartogram Create Styles from Your Photos,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1897,n.1550056639109,5.13419246673584,15.712175369262695,33,Nokia Mapbox Studio Creating Custom Icons Adobe Illustrator,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1898,n.1550056714003,-8.025459289550781,28.906129837036133,33,Nokia Mapbox Studio Inserting Labeling Styling Icons Differently Based Zoom Level,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1899,n.1550056809606,4.056642532348633,15.986034393310547,33,Nokia Mapbox Studio ScaleSpecific Color Styling,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1900,n.1550057129338,-76.49285125732422,22.97988510131836,26,Nokia Visualization Learning Path,"(0.5165427279397867, 0.0, 1.0, 1.0)"
1901,n.1550255170183,-40.67088317871094,-40.515872955322266,11,Statistics Foundations,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1902,n.1550505296093,-22.035953521728516,63.78656005859375,11,Python Essential Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1903,n.1550507984773,-78.33739471435547,3.858160972595215,34,Artificial Intelligence Foundations Machine Learning,"(1.0, 0.0, 0.09375, 1.0)"
1904,n.1550561319122,35.80625915527344,-40.692359924316406,11,CloudBand Suite,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1905,n.1550564536418,43.30107116699219,-50.974998474121094,0,CBIS installation,"(1.0, 0.0, 0.0, 1.0)"
1906,n.1550564853856,43.130123138427734,-51.117794036865234,0,CBAM Installation,"(1.0, 0.0, 0.0, 1.0)"
1907,n.1550565034863,43.17076873779297,-51.005615234375,0,CBND Installation,"(1.0, 0.0, 0.0, 1.0)"
1908,n.1550565279452,36.545249938964844,-40.24116897583008,0,CloudBand Installation,"(1.0, 0.0, 0.0, 1.0)"
1909,n.1550664728935,-12.605728149414062,-18.28791618347168,11,NCSx Certifications,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1910,n.1550594903824,-7.169915199279785,-64.08007049560547,11,Recruter collaborateur situation handicap,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1911,n.1550870071234,-21.95083236694336,64.23534393310547,11,Power Essential Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1912,n.1551093565483,1.119545817375183,-26.535053253173828,11,Ladder Safety,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1913,n.1551094612390,1.138606071472168,-26.72060203552246,11,Scaffolding Ladder Safety,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1914,n.1551101388733,56.8697624206543,-18.439315795898438,22,1830 PSS816II1632 R10x R11x SWDM Delta Operation Maintenance,"(0.0, 0.17831090809032013, 1.0, 1.0)"
1915,n.1551179803961,4.664290904998779,-20.062288284301758,11,Value Circular Solutions,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1916,n.1551180965345,-41.26093673706055,73.99042510986328,31,Business Analysis Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
1917,n.1551181001878,10.182514190673828,-38.0206413269043,11,Contract trainings,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1918,n.1551182844457,56.69340896606445,-21.231531143188477,11,Mode Operation trainings,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1919,n.1551182858174,-9.798389434814453,83.15805053710938,9,Project Online Trainings,"(0.4481602128660953, 1.0, 0.0, 1.0)"
1920,n.1551255216437,-3.181887626647949,46.11002731323242,23,Customer Insights CA4CI,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
1921,n.1551356958788,-20.702224731445312,44.93080139160156,5,Analytics Platform Administration Hands,"(1.0, 0.8569861511037979, 0.0, 1.0)"
1922,n.1551402016930,7.522707939147949,-56.91312026977539,11,Jupyter Notebook,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1923,n.1551473842728,54.91374969482422,41.29555130004883,12,Introduction Offer Templates,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1924,n.1551739061175,28.097082138061523,13.505297660827637,3,Telco Cloud,"(1.0, 0.5095593330887448, 0.0, 1.0)"
1925,n.1551808450051,26.93260383605957,11.519591331481934,3,ORANGE Cloud Belt,"(1.0, 0.5095593330887448, 0.0, 1.0)"
1926,n.1551809904114,26.986146926879883,11.552522659301758,3,PURPLE Cloud Belt,"(1.0, 0.5095593330887448, 0.0, 1.0)"
1927,n.1551811326421,26.93260383605957,11.519591331481934,3,ORANGE Cloud Belt,"(1.0, 0.5095593330887448, 0.0, 1.0)"
1928,n.1551802084964,36.574302673339844,-38.73972702026367,4,Registers CMS8200 CFX5000 Deployment Integration CloudBand,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1929,n.1551804325125,35.56560516357422,-38.93881607055664,4,Registers CMS8200 Deployment Integration NCIV VMware,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1930,n.1551954868462,22.076446533203125,-65.79446411132812,11,SDAN Information sessions,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1931,n.1551955502159,-1.3656710386276245,-2.1495859622955322,21,Introduction Software Defined Access Networks SDAN,"(0.0, 0.34044342316401155, 1.0, 1.0)"
1932,n.1551962206063,-3.902975559234619,41.039466857910156,23,Future Customer Delivery Smart Network Fabric,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
1933,n.1552299265193,2.7027955055236816,-60.24970245361328,11,,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1934,n.1552313342622,-4.798779487609863,18.10043716430664,33,Mentoring Nokia,"(1.0, 0.0, 0.2558825150736914, 1.0)"
1935,n.1552468444741,-19.741188049316406,65.55773162841797,11,Execute Related Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1936,n.1552473840874,-24.53693962097168,29.407093048095703,0,Clean Code Behavior Driven Development,"(1.0, 0.0, 0.0, 1.0)"
1937,n.1552475616895,-11.710973739624023,-23.971372604370117,0,Clean Code Clean Coder,"(1.0, 0.0, 0.0, 1.0)"
1938,n.1552498361733,87.05204772949219,-23.406585693359375,4,OneEIR Features Deep Dive Internal Only,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1939,n.1552558283986,-22.095008850097656,65.21892547607422,11,Case training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1940,n.1552578884045,-27.61764907836914,-44.09614181518555,11,Talk find person help ahead work Carla Harris,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1941,n.1552579168826,83.8687973022461,12.891788482666016,11,Talk What willing give change work Martin Danoesastro,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1942,n.1552925086108,-22.702062606811523,44.968605041503906,11,Cognitive Analytics,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1943,n.1552925292736,-10.887125968933105,30.889894485473633,4,CA4CI Level,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1944,n.1553017950409,-10.887125968933105,30.889894485473633,4,CA4CI Level,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1945,n.1553082201234,-3.627875328063965,46.62643814086914,23,Customer Insights Enabling,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
1946,n.1553089827489,-39.307029724121094,42.008079528808594,18,Data Visualization Storytelling,"(0.0, 0.8731645441204264, 1.0, 1.0)"
1947,n.1553090462116,-43.65549087524414,68.42295837402344,16,Advanced Microsoft Power Business Intelligence,"(0.0, 1.0, 0.7794100275827363, 1.0)"
1948,n.1553024283766,60.984153747558594,42.94202423095703,12,Introduction Docker,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1949,n.1553089745827,-40.17937088012695,37.87910842895508,18,Logstash Data Ingestion Elasticsearch,"(0.0, 0.8731645441204264, 1.0, 1.0)"
1950,n.1553155201081,-27.03495216369629,-10.434462547302246,0,Test Automation CoDe Program,"(1.0, 0.0, 0.0, 1.0)"
1951,n.1553155507803,-38.457950592041016,-9.393180847167969,13,Test Automation Engineer Tasks Methods,"(0.0, 1.0, 0.2466922627515955, 1.0)"
1952,n.1553155711009,-27.379446029663086,-10.827045440673828,0,Test Automation Framework,"(1.0, 0.0, 0.0, 1.0)"
1953,n.1553155903282,-19.884260177612305,-5.573919296264648,0,Test Automation Software,"(1.0, 0.0, 0.0, 1.0)"
1954,n.1553156070031,-27.33454132080078,-10.804734230041504,0,Test Automation Languages,"(1.0, 0.0, 0.0, 1.0)"
1955,n.1553156230822,-27.352506637573242,-10.84552001953125,0,Test Automation Auxiliary Tools,"(1.0, 0.0, 0.0, 1.0)"
1956,n.1553156527361,-8.305533409118652,-10.55170726776123,0,Automated Test Design,"(1.0, 0.0, 0.0, 1.0)"
1957,n.1553169173896,-22.00988006591797,16.73943328857422,11,Successful MultiBG Contract Delivery,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1958,n.1553108444459,-39.7045783996582,40.43605041503906,18,Subscriber Data Managment,"(0.0, 0.8731645441204264, 1.0, 1.0)"
1959,n.1553184155644,86.3287124633789,-23.393537521362305,4,OneEIR Features Deep Dive Internal_Only,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1960,n.1553252692205,-21.997806549072266,-42.27193832397461,11,User Roles Demo,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1961,n.1553264111524,15.127815246582031,-60.75570297241211,11,Stack BELK,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1962,n.1553284552502,-9.492707252502441,-59.428306579589844,11,Visualization Using Kibana,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1963,n.1553421002704,65.71409606933594,19.02491569519043,7,Execute Document Management,"(0.7955870308811486, 1.0, 0.0, 1.0)"
1964,n.1553521469806,60.984153747558594,42.94202423095703,12,Introduction Docker,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1965,n.1553574245158,-11.480095863342285,85.17705535888672,9,Project,"(0.4481602128660953, 1.0, 0.0, 1.0)"
1966,n.1553603510323,-4.4827775955200195,-39.004024505615234,11,Lessons Learned Practice,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1967,n.1553605116495,81.35808563232422,-10.690052032470703,20,NetAct Delta,"(0.0, 0.5257377261053733, 1.0, 1.0)"
1968,n.1553660406191,-9.178030967712402,81.83829498291016,9,Good Minutes What Project,"(0.4481602128660953, 1.0, 0.0, 1.0)"
1969,n.1553660709243,-11.480095863342285,85.17705535888672,9,Project,"(0.4481602128660953, 1.0, 0.0, 1.0)"
1970,n.1553697003696,-29.63766860961914,-62.17182922363281,11,SAFe Architects ARCH,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1971,n.1553697771358,-29.261934280395508,44.895774841308594,18,Analytics Data Lake CDLK,"(0.0, 0.8731645441204264, 1.0, 1.0)"
1972,n.1553698801454,59.178043365478516,42.336910247802734,12,Introduction Hadoop,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1973,n.1553699933375,32.821449279785156,67.06867980957031,10,Cloudera Manager Hadoop Clusters,"(0.2628659099247336, 1.0, 0.0, 1.0)"
1974,n.1553701127304,-7.839999198913574,82.54612731933594,29,Getting Started with Project,"(0.9955879496320674, 0.0, 0.9463241007358653, 1.0)"
1975,n.1553703187119,-40.113529205322266,38.5963249206543,18,Data Flow Engine CDFE,"(0.0, 0.8731645441204264, 1.0, 1.0)"
1976,n.1553705308457,-13.723220825195312,-47.88746643066406,11,Webinar Inclusion,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1977,n.1553710869467,-6.650075435638428,-55.63071060180664,11,Flink CFLK,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1978,n.1553712333016,60.802921295166016,42.852481842041016,12,Introduction Kubernetes,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1979,n.1553713534599,-12.561511993408203,-28.007829666137695,11,Kubernetes Concepts,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1980,n.1553713793193,-12.118962287902832,-27.816606521606445,11,Kubernetes Components,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1981,n.1553715779235,-5.640621185302734,-56.76898193359375,11,Apache Ignite CIGN,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1982,n.1553717340939,-3.2382616996765137,-67.34483337402344,11,Kafka CKAF,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1983,n.1553779909451,87.56988525390625,-23.578876495361328,4,Microservices Deep Dive,"(1.0, 0.6948536360301065, 0.0, 1.0)"
1984,n.1553781984995,1.0541445016860962,-76.00921630859375,11,Apache NiFi CNFI,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1985,n.1553803015896,11.247162818908691,-6.730531692504883,0,Component Architecture,"(1.0, 0.0, 0.0, 1.0)"
1986,n.1553860077652,78.73282623291016,14.4190092086792,7,Change Management Competency,"(0.7955870308811486, 1.0, 0.0, 1.0)"
1987,n.1553862802146,20.3078670501709,0.9828163385391235,11,Spark Core,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1988,n.1553863093361,-9.098790168762207,-50.360076904296875,11,Spark Streaming,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1989,n.1553863273330,54.13374328613281,0.04942109435796738,28,Spark Security,"(0.8639695459548403, 0.0, 1.0, 1.0)"
1990,n.1553863460455,-9.045741081237793,-50.31218338012695,11,Apache Spark,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1991,n.1553863717614,-9.24948501586914,-50.465293884277344,11,Spark Monitoring Tuning,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1992,n.1553864049301,-9.063152313232422,-50.332786560058594,11,Apache Spark CSPK,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1993,n.1553865589531,-5.635488986968994,-56.77351379394531,11,Apache Zeppelin CZEP,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1994,n.1553869527268,8.1767578125,-62.62733459472656,11,Gateway CKNG,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1995,n.1553878340826,51.073699951171875,41.58719253540039,12,CSFDIW Exposure Domain Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
1996,n.1553880076650,8.173334121704102,-62.622283935546875,11,CSFDIW CKNG Kong Gateway,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1997,n.1553881158011,8.758962631225586,-42.69601821899414,11,CSFDIW Exposure Enabling Controlling Access,"(0.10073339485104227, 1.0, 0.0, 1.0)"
1998,n.1553884691106,12.824624061584473,-6.141013145446777,0,CKNG CrossCutting Concerns Microservice Architecture,"(1.0, 0.0, 0.0, 1.0)"
1999,n.1553886344513,23.38471221923828,-35.583946228027344,11,Back Basics Workshop,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2000,n.1553887626096,-44.59920120239258,-28.315664291381836,29,Exposing securing with Kong Gateway CKNG Demo,"(0.9955879496320674, 0.0, 0.9463241007358653, 1.0)"
2001,n.1554125621519,-77.94061279296875,13.825605392456055,26,LinkedIn Learning,"(0.5165427279397867, 0.0, 1.0, 1.0)"
2002,n.1554126196160,24.251977920532227,-34.78036880493164,11,Orchestration Basics,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2003,n.1554128977324,23.734012603759766,-35.913902282714844,11,Back Basics Kong,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2004,n.1554130317414,-6.60301399230957,-52.53641891479492,11,Kong Admin,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2005,n.1554133703563,-24.955406188964844,-33.307212829589844,11,Swagger Framework CSWG,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2006,n.1554143323886,23.76972198486328,-35.83475875854492,11,Swagger Basics,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2007,n.1554147312004,-24.59868621826172,-48.26707458496094,0,Harvard ManageMentor Spark,"(1.0, 0.0, 0.0, 1.0)"
2008,n.1554147015914,8.809972763061523,-34.85721969604492,11,Apache Server CASF,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2009,n.1554147796239,22.90679931640625,-46.76871871948242,11,Application Server Runtime CASR,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2010,n.1554148773456,41.16288375854492,-51.16755294799805,0,Application Server Runtime Installation OS00320D1900,"(1.0, 0.0, 0.0, 1.0)"
2011,n.1553605356133,-62.21045684814453,-69.9894790649414,11,Onboarding,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2012,n.1554203239207,10.238044738769531,-38.00137710571289,11,Contract Trainings modules,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2013,n.1554212685705,11.193955421447754,-17.5020694732666,0,Java Enterprise Edition CJEE,"(1.0, 0.0, 0.0, 1.0)"
2014,n.1554215654439,-1.9027546644210815,-66.00684356689453,11,Spring Boot CSPB,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2015,n.1554216443079,-8.059319496154785,-72.0500717163086,11,Redis Blueprint Database BRDB,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2016,n.1554226143817,-14.402284622192383,-37.329715728759766,0,Strategy Vision,"(1.0, 0.0, 0.0, 1.0)"
2017,n.1554229483785,11.718764305114746,-6.552108287811279,0,Application Blueprint Architecture,"(1.0, 0.0, 0.0, 1.0)"
2018,n.1554229807323,4.770771503448486,-68.01585388183594,11,Raise JIRA Tickets,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2019,n.1554231593047,-5.237011432647705,-58.906105041503906,11,Raise Enhancement Request,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2020,n.1554232847635,-5.635280132293701,-56.773616790771484,11,Apache Cassandra CCAS,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2021,n.1554291523372,27.07393455505371,13.769514083862305,3,Archive Cloud enabling,"(1.0, 0.5095593330887448, 0.0, 1.0)"
2022,n.1554295149756,8.805768013000488,-34.83369827270508,11,Directory Server CDIS,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2023,n.1554296781134,10.335029602050781,-48.7397575378418,11,MariaDB CMDB,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2024,n.1554299884393,12.380461692810059,-6.312260150909424,0,CMDB GeoRedundant Architecture,"(1.0, 0.0, 0.0, 1.0)"
2025,n.1554302173717,2.594822406768799,-63.617431640625,11,MongoDB CMGO,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2026,n.1554303981294,-8.075936317443848,-72.04889678955078,11,Neo4J Graph Database CNEO,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2027,n.1554305373397,-14.022150039672852,-37.975154876708984,11,Database Domain Strategy,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2028,n.1554315275821,-2.246389865875244,-51.912879943847656,11,Redis CRDB,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2029,n.1554317180606,8.665481567382812,-65.59273529052734,11,Telemetry Blueprint BTEL,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2030,n.1554320017119,59.67776107788086,42.27030944824219,12,CALM Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
2031,n.1554320370971,53.742889404296875,40.795440673828125,12,Container CALM Introduction Demo,"(0.0, 1.0, 0.08456076910733497, 1.0)"
2032,n.1554320884654,51.73967742919922,42.35137939453125,12,CALM 1806 Release Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
2033,n.1554288579269,26.71805763244629,28.03607177734375,11,Recommended NOPS Going Digital program,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2034,n.1554375617299,-22.787534713745117,52.219017028808594,16,Analytics Delivery Advanced training,"(0.0, 1.0, 0.7794100275827363, 1.0)"
2035,n.1554380157720,32.280303955078125,66.415283203125,10,Alarm Manager CALM,"(0.2628659099247336, 1.0, 0.0, 1.0)"
2036,n.1554391731903,-40.84162521362305,35.464176177978516,11,3GPP 32297 Charging Management Charging Data Record File Format Transfer,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2037,n.1554416355396,26.825468063354492,44.35304641723633,31,OneEIR OneMNP Feature Overview Internal Only,"(1.0, 0.0, 0.6033093330887447, 1.0)"
2038,n.1554403874624,1.300270676612854,-51.84811019897461,11,Examining Ganglia,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2039,n.1554468838685,-7.528396129608154,-40.08982467651367,11,Using Ganglia,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2040,n.1554469073881,1.796476125717163,-51.87034225463867,11,Exploring Ganglia,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2041,n.1554474403344,1.9653657674789429,-43.60496139526367,11,CHCK HealthCheck Demonstration,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2042,n.1554475742060,-1.8568962812423706,-50.73297119140625,11,CHCK HealthCheck Slides,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2043,n.1554480172320,-1.8238376379013062,-50.59453201293945,11,HealthCheck CHCK,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2044,n.1554483095192,8.128839492797852,32.89797592163086,14,Harmonized Solution LoggingMetricsAlarm,"(0.0, 1.0, 0.43198539834503574, 1.0)"
2045,n.1554483535941,58.395904541015625,41.832969665527344,12,CLOG Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
2046,n.1554483824390,13.32335090637207,52.51533508300781,11,Logging Service CLOG,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2047,n.1554740070798,-7.988702774047852,-64.65104675292969,11,Legal Compliance,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2048,n.1554740356702,-15.723758697509766,62.814701080322266,11,Ombuds Leader Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2049,n.1554742793537,-12.092461585998535,-27.762271881103516,11,Kubernetes Prometheus Beginning Beautiful Friendship,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2050,n.1554743240357,-19.534521102905273,63.94367599487305,11,CPRO Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2051,n.1554744080558,-3.2970077991485596,-67.30943298339844,11,Prometheus CPRO,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2052,n.1554747920997,58.69157409667969,42.237518310546875,12,CVEA Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
2053,n.1554748125424,7.845334053039551,-65.94574737548828,11,CVEA Demonstration,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2054,n.1554748338041,-8.593606948852539,-48.082542419433594,11,Vendor Event Agent CVEA,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2055,n.1554749063218,52.8566780090332,42.033905029296875,12,CZBX Zabbix Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
2056,n.1554749773273,8.12118911743164,-66.23692321777344,11,Zabbix CZBX,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2057,n.1554793492997,13.565858840942383,-61.08285903930664,11,NCSP,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2058,n.1554798514484,32.3221549987793,-20.071434020996094,0,NCSS,"(1.0, 0.0, 0.0, 1.0)"
2059,n.1554799066360,13.565916061401367,-61.083133697509766,11,NCSP,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2060,n.1554799202698,19.884113311767578,0.15346871316432953,0,NCSS VoLTE Core,"(1.0, 0.0, 0.0, 1.0)"
2061,n.1554799653890,34.40821838378906,-20.65090560913086,0,NCSS VoLTE Radio,"(1.0, 0.0, 0.0, 1.0)"
2062,n.1554799895733,32.3221549987793,-20.071434020996094,0,NCSS,"(1.0, 0.0, 0.0, 1.0)"
2063,n.1554800040403,13.566258430480957,-61.08237075805664,11,NCSP,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2064,n.1554800177692,32.3221549987793,-20.071434020996094,0,NCSS,"(1.0, 0.0, 0.0, 1.0)"
2065,n.1554811213418,8.1212797164917,-66.23945617675781,11,Zabbix CZBX,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2066,n.1554812026308,7.891320705413818,-73.56673431396484,11,Configuring OpenStack,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2067,n.1554812421538,15.31844711303711,13.69849967956543,3,VMware Cloud Services Solutions,"(1.0, 0.5095593330887448, 0.0, 1.0)"
2068,n.1554812634597,23.185222625732422,-46.77125930786133,11,Application BVNF,"(0.10073339485104227, 1.0, 0.0, 1.0)"
2069,n.1554813148494,58.37126541137695,42.20824432373047,12,CBUR Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
